Station,ID,Address,Date,TSS,DO,P,ENT,Sal,Temp,pH,CHL_A,N
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),5/27/2020 8:12,5.5,8.41,0.11,117,0.05,18,6.6,5.42,1.6
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),6/24/2020 8:12,7.5,6.72,0.15,120,0.05,24.6,7,7.02,1.85
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),7/29/2020 8:14,3.2,6.68,0.09,313,0.05,25.2,6.7,1.82,1.82
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),8/26/2020 8:12,4,7.59,0.12,237,0.05,22.7,6.5,4.03,1.63
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),9/30/2020 8:14,63,7.68,0.57,4840,0.05,18.2,6.4,6.51,2.04
Cow Marsh Creek ,#REF!, Mahan Corner Rd. (Rd. 208),10/28/2020 9:36,4.2,7.79,0.1,58,0.05,16.2,6.2,6.62,1.73
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),11/20/2019 8:39,3.2,10.31,0.05,39,0.12,10.2,7.4,6.57,1.08
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),12/18/2019 9:08,6.7,11.43,0.09,56,0.05,5.9,7.9,4.39,1.8
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),1/28/2020 8:00,10.1,10.7,0.1,15,0.05,7.5,7.9,2.85,1.84
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),2/19/2020 8:41,4.8,9.54,0.09,31,0.05,10.2,7.2,1.45,1.7
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),3/31/2020 7:59,10.2,9.35,0.14,87,0.05,12.6,7,2.29,1.72
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),4/22/2020 7:59,4,10.47,0.08,90,0.05,9.8,7.3,1.29,1.33
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),5/27/2020 7:47,7.6,8.87,0.14,58,0.05,18,6.9,4.05,1.55
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),6/24/2020 7:43,4.8,6.84,0.15,429,0.05,24.6,7.4,1.69,1.27
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),7/29/2020 7:48,1.9,6.57,0.14,372,0.05,25.6,6.9,1.85,1.05
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),8/26/2020 7:47,11.1,7.59,0.21,731,0.05,22.2,6.7,1.25,1.48
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),9/30/2020 7:46,47,7.13,0.59,4840,0.05,18.5,7.2,4.11,2.17
Tappahanna Ditch ,#REF!, Sandy Bend Rd. (Rd. 222),10/28/2020 8:47,11.3,7.09,0.14,216,0.05,17.7,6.4,1.03,1.52
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),11/20/2019 8:52,2.7,10.97,0.04,6,0.05,9.3,7.1,2.34,3.42
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),12/18/2019 9:13,3.5,10.6,0.09,6,0.05,6.3,7.1,4.82,2.46
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),1/28/2020 8:13,3.9,10.27,0.1,6,0.05,7.6,7.4,2.75,2.28
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),2/19/2020 8:54,3.5,9.08,0.08,20,0.05,10.8,6.7,1.14,2.42
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),3/31/2020 8:18,8.6,8.84,0.14,32,0.05,13.3,6.6,3.96,2.31
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),4/22/2020 8:13,2.9,9.69,0.07,17,0.05,10.3,7,2.34,2.16
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),5/27/2020 8:01,5.6,8.57,0.16,63,0.05,17.8,6.8,2.21,2.36
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),6/24/2020 7:49,7.8,6.33,0.15,368,0.05,23.7,6.9,1.89,2.57
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),7/29/2020 8:04,5.2,7.21,0.13,472,0.05,25.4,6.7,1.67,3.42
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),8/26/2020 8:00,6.3,7.04,0.22,821,0.05,22.7,6.5,1.07,2.5
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),9/30/2020 8:02,79.4,6.73,0.93,4840,0.05,18.3,6.7,7.43,2.51
Culbreth Marsh Ditch ,#REF!, Shady Bridge Rd. (Rd. 210),10/28/2020 9:12,5,7.43,0.14,104,0.05,16.6,6.2,1.27,2.42
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),11/20/2019 9:23,2,8,0.04,220,0.11,9.2,6.8,1.08,6.47
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),12/18/2019 9:37,3.2,10.44,0.05,42,0.1,6.4,6.6,2.09,6.31
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),1/28/2020 8:41,5.7,10.61,0.07,51,0.1,7.5,7.3,2.03,6.26
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),2/19/2020 9:19,2.3,9.24,0.05,27,0.05,10,6.5,1.03,6.53
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),3/31/2020 8:49,3.7,8.83,0.12,51,0.05,12.2,6.5,7.74,5.04
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),4/22/2020 8:41,2.4,9.72,0.06,131,0.05,9.6,6.7,1.35,5.55
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),5/27/2020 8:31,1.6,8.56,0.09,52,0.05,17.2,6.5,0.82,5.36
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),6/24/2020 8:31,3.6,7.27,0.11,216,0.1,23,7,2.18,5.66
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),7/29/2020 8:36,3.5,7.01,0.08,1540,0.11,23.5,6.6,0.46,5.66
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),8/26/2020 8:30,5.2,7.83,0.12,651,0.11,21.8,6.4,1.23,5.66
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),9/30/2020 8:34,34.6,7.13,0.77,4840,0.05,17.6,6.2,2.61,2.66
White Marsh Br. ,#REF!, Cedar Grove Church Rd. (Rd. 268),10/28/2020 10:03,3.1,8.64,0.12,58,0.05,17,6.3,1.2,5.16
Mispillion River ,#REF!, Rt. 1,1/22/2020 8:32,6.1,13.27,0.04,4,0.13,2.1,8.1,34.3,4.78
Mispillion River ,#REF!, Rt. 1,3/17/2020 8:28,10.8,10.72,0.07,8,0.11,11.8,7.5,42.2,4.9
Mispillion River ,#REF!, Rt. 1,5/19/2020 8:04,25.8,9.47,0.1,210,0.11,17.2,7.5,59.3,3.59
Mispillion River ,#REF!, Rt. 1,7/15/2020 7:56,48.6,7.38,0.48,259,0.05,27.1,7.6,458,3.95
Mispillion River ,#REF!, Rt. 1,9/9/2020 9:09,12.7,7.01,0.07,137,0.05,24.4,6.9,51.7,2.34
Mispillion River ,#REF!, Rt. 1,11/19/2020 7:32,2.9,10.98,0.06,39,0.05,7.6,6.3,1.35,4.31
Mispillion River ,#REF!, Cedar Creek confluence,12/16/2019 10:45,152,10.04,0.28,144,18.82,5.2,7.5,17.6,1.81
Mispillion River ,#REF!, Cedar Creek confluence,1/22/2020 8:49,148,11.93,0.23,10,22.88,2,8,55.8,1.34
Mispillion River ,#REF!, Cedar Creek confluence,2/12/2020 9:36,125,10.31,0.18,63,18.28,8.8,7.6,55.5,1.45
Mispillion River ,#REF!, Cedar Creek confluence,3/17/2020 8:45,48.1,9.56,0.08,5,24.85,10.2,7.8,29.1,0.57
Mispillion River ,#REF!, Cedar Creek confluence,4/14/2020 8:26,116,8.73,0.19,110,16.99,13.6,7.3,52,1.37
Mispillion River ,#REF!, Cedar Creek confluence,5/19/2020 8:24,299,8.52,0.45,63,25.05,16.3,7.7,89.7,1.96
Mispillion River ,#REF!, Cedar Creek confluence,6/17/2020 8:13,108,7.57,0.15,199,26.06,20,7.3,35.5,0.89
Mispillion River ,#REF!, Cedar Creek confluence,7/15/2020 8:18,28.6,7.29,0.1,30,25.82,26.6,8,46.5,0.79
Mispillion River ,#REF!, Cedar Creek confluence,8/19/2020 8:06,38.1,7.04,0.12,833,17.69,24.1,6.6,18.6,1.11
Mispillion River ,#REF!, Cedar Creek confluence,9/9/2020 9:28,29.5,4.89,0.14,98,10.05,24.9,6.8,17.4,1.28
Mispillion River ,#REF!, Cedar Creek confluence,10/19/2020 10:17,40.4,7.48,0.09,404,15.46,17.1,7.3,8.36,1.19
Mispillion River ,#REF!, Cedar Creek confluence,11/19/2020 7:50,56.9,9.39,0.12,341,11.34,7.3,6.1,6.3,2.06
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),1/22/2020 7:59,1.9,13.56,0.03,4,0.05,2.4,8.1,6.01,5.91
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),3/17/2020 8:00,2,12.63,0.04,8,0.05,11.6,8.3,3.31,4.86
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),5/19/2020 7:37,3.1,8.21,0.05,4,0.05,15.8,6.9,2.85,4.48
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),7/15/2020 7:32,2.8,8.47,0.05,104,0.05,25.1,7.5,15.2,2.6
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),9/9/2020 8:44,1.6,7.32,0.06,75,0.05,22.1,6.8,11.9,3.94
Abbotts Pond ,#REF!, Abbotts Pond Rd. (Rd. 620),11/19/2020 7:01,0.5,9.39,0.07,17,0.05,6.8,6.4,0.58,4.61
Silver Lake ,#REF!, Maple Ave.,1/22/2020 8:16,4.3,13.86,0.03,2,0.1,2,8.3,36.3,4.87
Silver Lake ,#REF!, Maple Ave.,3/17/2020 8:18,5.6,10.94,0.04,4,0.05,12,7.8,18.9,4.94
Silver Lake ,#REF!, Maple Ave.,5/19/2020 7:54,4.6,9.78,0.04,6,0.1,17.1,7.4,11,3.33
Silver Lake ,#REF!, Maple Ave.,7/15/2020 7:49,18,8.39,0.11,44,0.05,27.6,7.8,63,1.81
Silver Lake ,#REF!, Maple Ave.,9/9/2020 8:57,8.5,8.03,0.06,34,0.05,24,7,83,2.34
Silver Lake ,#REF!, Maple Ave.,11/19/2020 7:19,2,10.45,0.05,10,0.05,7.6,6.4,1.08,4.3
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),12/16/2019 9:38,1.6,9.5,0.03,13,0.05,6.2,5.8,2.96,4.64
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),1/22/2020 7:38,4.3,11.44,0.04,137,0.14,4.5,8,0.93,3.52
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),2/12/2020 8:06,8.4,10.09,0.1,870,0.1,9.4,6.7,3.26,4.54
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),3/17/2020 7:48,1.7,10.03,0.02,58,0.05,11,7.5,1.45,5.22
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),4/14/2020 7:55,5.1,9.46,0.05,582,0.05,12.1,6.9,6.63,4.31
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),5/19/2020 7:25,7.6,9.6,0.04,65,0.05,14.2,7.4,4.15,5.31
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),6/17/2020 7:43,3.5,9.24,0.04,357,0.05,16.2,6.9,1.41,5.67
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),7/15/2020 7:20,4.8,8.8,0.06,1160,0.05,19.2,7.8,4.37,5.43
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),8/19/2020 7:37,5.9,8.97,0.07,1030,0.05,18.6,6.6,3.45,5.34
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),9/9/2020 8:30,5.7,7.95,0.06,1540,0.05,19,7.3,4.86,5.03
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),10/19/2020 8:56,2.1,10.41,0.05,165,0.05,13.2,6.5,2.06,4.67
Beaverdam Branch ,#REF!, Deep Grass Ln. (Rd. 384),11/19/2020 6:51,1.4,9.02,0.05,26,0.05,10.8,6.9,0.27,5.07
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),1/22/2020 9:30,7.9,12.67,0.03,2,0.14,4.5,8.7,14.9,4.86
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),3/17/2020 9:35,3.6,10.41,0.02,4,0.14,12.4,8.4,6.17,4.72
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),5/19/2020 9:12,3.9,9.53,0.02,4,0.1,17.8,8.4,7.72,3.45
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),7/15/2020 9:01,2.9,7.81,0.03,17,0.05,28.9,8.1,11.3,1.18
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),9/9/2020 11:06,1.4,9.04,0.02,22,0.05,25.5,7.9,9.95,1.28
Swiggetts Pond ,#REF!, Cedar Creek Rd. (Rt. 30),11/19/2020 8:26,0.5,9.52,0.02,10,0.05,7.9,7.2,1.19,3.92
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),1/22/2020 9:18,24.8,12.02,0.08,62,2.3,3.2,8.5,15.7,3.85
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),3/17/2020 9:19,32.1,10.12,0.08,34,1.37,11.5,8.2,35.7,3.87
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),5/19/2020 9:00,59.6,9.88,0.18,197,0.77,16.9,8.5,209,3.38
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),7/15/2020 8:49,62.6,5.91,0.22,284,0.8,27.7,8,140,1.93
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),9/9/2020 10:52,26.5,5.32,0.21,407,0.28,24.5,7.4,133,2.56
Cedar Creek ,#REF!, Coastal Hwy. (Rt. 1),11/19/2020 8:18,19.6,10.33,0.05,84,0.29,6.7,7.6,4.09,4.06
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),1/22/2020 9:01,147,11.76,0.24,20,23.18,3,8.4,60.8,1.34
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),3/17/2020 9:00,95.7,9.23,0.14,10,25.12,10,8.2,45.4,0.79
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),5/19/2020 8:41,230,7.89,0.33,75,25.2,16.4,8,72.1,1.53
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),7/15/2020 8:31,41,6.71,0.12,98,23.79,26.6,8.1,36.8,0.93
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),9/9/2020 10:33,26.6,5.08,0.19,504,6.33,24.7,7.2,36.8,1.7
Cedar Creek ,#REF!, Cedar Beach Rd. (Rt. 36),11/19/2020 8:00,37.2,9.78,0.1,292,5.67,6.5,7.2,3.67,2.72
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),1/22/2020 8:50,3.6,10.79,0.16,22,0.81,3.8,7.6,15.3,29.4
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),3/17/2020 8:34,2.6,7.88,0.16,69,0.77,12.8,7.4,12,23.3
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),5/19/2020 8:09,1.6,7.45,0.2,299,0.7,16.5,7.2,2.09,24.1
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),7/15/2020 8:18,3,6.93,0.2,690,0.61,23.7,7.5,1.83,26
Savannah Ditch ,#REF!, Savannah Drive (Rd. 246),9/9/2020 9:09,6.1,6.35,0.29,922,0.71,24.4,7.6,16.1,26.6
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),1/22/2020 8:58,0.5,12.27,0.13,656,0.82,2.2,7.8,4.52,27.8
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),3/17/2020 9:42,1.2,9.04,0.14,1030,0.75,11.6,7.6,2.51,23.8
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),5/19/2020 8:20,1.9,8.29,0.18,1630,0.65,15.3,7.3,3.95,21.4
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),7/15/2020 8:25,1.4,6.45,0.19,977,0.55,23,7.4,0.95,22.8
Ingram Branch ,#REF!, Gravel Hill Rd. (Rd. 248),9/9/2020 9:23,1.7,7.33,0.23,4840,0.71,23.8,7.8,2.94,26
Broadkill River ,#REF!, Union St (Rt. 5),1/22/2020 9:59,1.5,12.55,0.03,10,0.13,3.6,7.1,4.97,4.26
Broadkill River ,#REF!, Union St (Rt. 5),3/17/2020 9:36,3.2,10.43,0.03,45,0.14,12,7.1,6.73,4.61
Broadkill River ,#REF!, Union St (Rt. 5),5/19/2020 9:11,4.5,9.19,0.04,30,0.13,16.6,7,10.1,4.36
Broadkill River ,#REF!, Union St (Rt. 5),7/15/2020 9:16,5,7.22,0.06,94,0.05,26.6,6.8,22.1,1.8
Broadkill River ,#REF!, Union St (Rt. 5),9/9/2020 10:33,8.3,6.97,0.07,79,0.1,24.4,6.7,48.8,1.7
Broadkill River ,#REF!, Rt. 1 Bridge,1/22/2020 10:50,73.1,12.21,0.12,73,10.55,2.3,7.6,12.6,3.07
Broadkill River ,#REF!, Rt. 1 Bridge,3/17/2020 10:18,57.4,9.62,0.1,145,4.37,11.3,7.3,13.2,3.71
Broadkill River ,#REF!, Rt. 1 Bridge,5/19/2020 10:09,34.4,7.14,0.08,201,10.57,16.3,7.3,8.54,2.18
Broadkill River ,#REF!, Rt. 1 Bridge,7/15/2020 10:00,46.1,5.17,0.18,1370,1.51,27.8,6.9,58.1,1.89
Broadkill River ,#REF!, Rt. 1 Bridge,9/9/2020 11:28,34,5.86,0.15,775,1.31,25.5,7,31,1.82
Red Mill Pond ,#REF!, Rt. 1,1/22/2020 10:24,9.4,13.02,0.05,12,0.05,3.7,7.5,14.8,2.89
Red Mill Pond ,#REF!, Rt. 1,3/17/2020 9:53,18.3,10.99,0.06,2,0.05,12.2,7.4,40.2,2.88
Red Mill Pond ,#REF!, Rt. 1,5/19/2020 9:35,30.2,8.72,0.12,19,0.05,17.7,7.1,53.6,2.61
Red Mill Pond ,#REF!, Rt. 1,7/15/2020 9:35,23.2,8.41,0.1,43,0.05,27.9,7.4,67.2,1.18
Red Mill Pond ,#REF!, Rt. 1,9/9/2020 10:55,44.1,8.15,0.14,37,0.05,25.9,7.3,87.1,1.76
Broadkill River 0.10 Miles From Mouth,#REF!,,1/22/2020 10:37,108,11.62,0.18,20,24.73,3.5,7.9,49.3,1.07
Broadkill River 0.10 Miles From Mouth,#REF!,,3/17/2020 10:04,22.2,9.64,0.04,10,24.63,10.1,7.7,8.74,0.67
Broadkill River 0.10 Miles From Mouth,#REF!,,5/19/2020 9:53,109,8.59,0.14,20,27.39,15.5,7.9,31.7,0.78
Broadkill River 0.10 Miles From Mouth,#REF!,,7/15/2020 9:47,18.7,4.73,0.1,30,12.93,28.2,7,14.4,1.21
Broadkill River 0.10 Miles From Mouth,#REF!,,9/9/2020 11:07,36.5,5.91,0.13,41,12.31,25.9,7.1,38.3,1.26
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),1/22/2020 9:32,0.5,11.8,0.03,78,0.29,4.1,7.3,1.53,12.3
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),3/17/2020 9:08,1,9.67,0.03,169,0.3,10.9,7.1,2.72,12.8
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),5/19/2020 8:50,1.3,8.17,0.04,138,0.27,14.3,6.5,1.32,10.8
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),7/15/2020 8:55,2.5,6.94,0.08,1370,0.23,20.3,6.8,1.21,9.84
Beaverdam Creek ,#REF!, Cave Neck Rd. (Rd. 88),9/9/2020 10:04,2.4,7.72,0.07,688,0.16,21.4,6.7,2.12,7.19
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),1/22/2020 9:17,2.1,12.82,0.05,52,0.56,2.2,7.8,3.54,17.4
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),3/17/2020 8:59,7.6,9.99,0.07,370,0.58,10.8,7.7,7.19,12.4
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),5/19/2020 8:39,5.3,9.13,0.08,615,0.46,14.8,7.1,6.71,12.4
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),7/15/2020 8:46,4.3,7.18,0.15,1450,0.4,22.7,7.3,4.81,9.21
Beaverdam Creek ,#REF!, Carpenter Rd. (Rd. 259),9/9/2020 9:50,4.5,7.35,0.14,821,0.18,22.2,7,3.84,3.57
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),1/22/2020 9:46,4.4,11.82,0.04,83,0.14,3.1,6.5,1.73,5.75
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),3/17/2020 9:21,3,9.42,0.03,214,0.13,10.9,6.5,1.94,5.04
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),5/19/2020 9:01,5.5,8.54,0.05,168,0.14,14.4,6.2,1.47,4.93
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),7/15/2020 9:08,7.4,7.09,0.07,476,0.13,20.8,6.4,1.14,4.22
Round Pole Branch ,#REF!, Cave Neck Rd. (Rd. 88),9/9/2020 10:22,3.7,6.95,0.06,1960,0.13,21.2,6.2,1.16,4.24
Waples Pond ,#REF!, Rt. 1,1/22/2020 11:01,1.9,13.72,0.02,6,0.41,2.4,7.9,2.47,5.27
Waples Pond ,#REF!, Rt. 1,3/17/2020 10:32,3.2,11.25,0.02,8,0.25,12.2,7.8,4.19,5.02
Waples Pond ,#REF!, Rt. 1,5/19/2020 10:25,4.6,10.87,0.03,17,0.12,16.8,9.5,3.41,4.25
Waples Pond ,#REF!, Rt. 1,7/15/2020 10:15,5.3,6.77,0.04,20,0.11,29.1,7,16.3,1.2
Waples Pond ,#REF!, Rt. 1,9/9/2020 11:45,3,8,0.03,24,0.11,26.1,7.1,10.2,1.9
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),1/22/2020 8:37,1.1,11.52,0.02,1960,0.05,5.3,6.3,0.67,8.75
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),3/17/2020 8:16,5.9,10.07,0.02,2410,0.05,10.5,6.5,2.93,9.98
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),5/19/2020 7:52,1.8,9.14,0.02,101,0.05,14.9,6.2,14.3,9.5
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),7/15/2020 8:04,3.6,8.21,0.04,3970,0.11,19.5,6.4,1.03,9.11
Pemberton Branch ,#REF!, Gravel Hill Rd. (Rt. 30),9/9/2020 8:48,1.4,8.3,0.04,1730,0.05,21.1,6.2,3.16,8.84
Nanticoke River ,#REF!, Sharptown,12/17/2019 10:09,18.1,11.13,0.07,4,0.35,7.1,7.1,25.8,3.77
Nanticoke River ,#REF!, Sharptown,1/21/2020 9:55,31.5,11.59,0.09,17,0.13,4,7.1,38.3,4.53
Nanticoke River ,#REF!, Sharptown,2/25/2020 9:46,25,10.71,0.08,17,0.05,9,6.7,10.4,4.79
Nanticoke River ,#REF!, Sharptown,3/25/2020 10:13,21.4,9.9,0.07,29,0.11,11.2,7,24.6,4.31
Nanticoke River ,#REF!, Sharptown,4/21/2020 9:35,18.1,11.15,0.07,15,0.05,14.9,7.3,70.5,3.77
Nanticoke River ,#REF!, Sharptown,5/20/2020 10:11,25.7,9.75,0.09,27,0.05,16.2,7.1,91.3,3.84
Nanticoke River ,#REF!, Sharptown,6/23/2020 9:38,25.4,7.64,0.09,203,0.05,27.5,6.9,65,2.26
Nanticoke River ,#REF!, Sharptown,7/28/2020 10:08,22.4,8.6,0.11,63,0.44,30.6,7.3,94.4,1.15
Nanticoke River ,#REF!, Sharptown,8/25/2020 9:41,30.4,8.22,0.12,46,0.05,27.7,7,162,1.88
Nanticoke River ,#REF!, Sharptown,9/29/2020 10:24,25.1,7.79,0.09,344,0.25,22.2,6.8,55.6,1.89
Nanticoke River ,#REF!, Sharptown,10/27/2020 10:31,15.7,7.63,0.07,121,0.05,17.5,6.5,19.4,3.72
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),12/17/2019 9:41,11.2,10.98,0.06,37,0.05,7.1,7.1,23.4,4.42
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),1/21/2020 9:32,28.7,12.06,0.08,29,0.05,3.9,6.9,14.8,4.96
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),2/25/2020 11:02,20.6,11.13,0.07,71,0.05,8.9,6.7,15.7,4.72
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),3/25/2020 9:39,9.9,9.74,0.08,345,0.05,11.7,6.9,20,4.33
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),4/21/2020 9:09,11.7,10.43,0.09,31,0.05,14.9,7,53.3,3.88
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),5/20/2020 9:44,24.1,9.46,0.08,68,0.05,16.4,6.9,59.3,3.72
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),6/23/2020 9:12,18.1,8.59,0.09,299,0.05,27,7.1,87.2,2.44
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),7/28/2020 9:25,27.1,8.27,0.13,137,0.05,29.7,7.2,153,2.17
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),8/25/2020 9:14,27.7,7.74,0.12,40,0.05,27.3,6.8,124,2.33
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),9/29/2020 9:51,22.5,8.56,0.08,99,0.05,22.1,6.7,72.1,3.53
Nanticoke River ,#REF!, Buoy 66 (mouth of DuPont Gut),10/27/2020 10:04,15.4,7.6,0.18,109,0.05,17.2,6.5,14.4,3.77
Concord Pond ,#REF!, German Rd. (Rd. 524),12/17/2019 10:06,4.3,9.75,0.04,19,0.05,7.8,7,13.6,2.89
Concord Pond ,#REF!, German Rd. (Rd. 524),1/21/2020 9:15,3.4,12.35,0.04,2,0.05,3.8,8,4.66,3.08
Concord Pond ,#REF!, German Rd. (Rd. 524),2/25/2020 9:22,2,10.67,0.03,8,0.05,9.4,7.1,1.25,3.34
Concord Pond ,#REF!, German Rd. (Rd. 524),3/25/2020 10:16,19.1,10.07,0.09,80,0.05,10.6,6.8,13.6,2.78
Concord Pond ,#REF!, German Rd. (Rd. 524),4/21/2020 8:57,1.8,9.84,0.03,13,0.05,14.4,7,1.84,2.56
Concord Pond ,#REF!, German Rd. (Rd. 524),5/20/2020 8:44,30.8,9.9,0.13,21,0.05,14.6,7.3,9.62,3.11
Concord Pond ,#REF!, German Rd. (Rd. 524),6/23/2020 9:02,6.1,8.24,0.07,2,0.05,25.8,7.5,15.1,1.98
Concord Pond ,#REF!, German Rd. (Rd. 524),7/28/2020 8:59,5.1,7.78,0.07,55,0.05,26.3,7.9,41.4,1.33
