OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402004-007-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-14,11:14:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-205191,Silver Lake @ Spillway (Dover City Park),,,,,39.1682910000,-75.5212240000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892450,,as P,Soluble Reactive Phosphorus (SRP),"Filtered, field",0.025,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,Delaware DNREC Environmental Laboratory,2024-02-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402004-007-SPM-002-Water/results/1013892450/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:20:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402006-011-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-20,08:42:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-206091,Murderkill River @ Bay Rd. (Rt. 1/113),,,,,39.0108200000,-75.4583710000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892820,,as N,Ammonia,Unfiltered,0.163,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-02-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402006-011-SPM-004-Water/results/1013892820/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:21:20,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-010-SPM-002-Water,Quality Control Sample-Field Blank,Water,Surface Water,2024-02-06,10:20:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-103061,Burroughs Run @ Creek Rd. (Rt. 82),,,,,39.7988690000,-75.6484140000,Water Bottle,21DELAWQ_WQX,Grab Sample Collected With A Water Bottle,,Water Bottle,STORET-1013891515,,as N,"Total Nitrogen, mixed forms",Unfiltered,0.157,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-010-SPM-002-Water/results/1013891515/resdetectqntlmts,Lower Quantitation Limit,0.100,mg/L,,2024-03-28T14:19:42,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-010-SPM-004-Water,Quality Control Sample-Field Blank,Water,Surface Water,2024-02-27,09:07:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-304311,Concord Pond @ German Rd. (Rd. 524),,,,,38.6431040000,-75.5539450000,Water Bottle,21DELAWQ_WQX,Grab Sample Collected With A Water Bottle,,Water Bottle,STORET-1013893436,Not Detected,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-010-SPM-004-Water/results/1013893436/resdetectqntlmts,Sample Detection Limit,0.020,mg/L,,2024-03-28T14:22:07,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401029-015-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-06,08:50:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106191,Christina River @ Nottingham Rd. (Rt. 273),,,,,39.6907940000,-75.7767920000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013891713,,as N,Nitrate + Nitrite,Unfiltered,2.81,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401029-015-SPM-004-Water/results/1013891713/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:19:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401001-011-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-01-09,08:06:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-106021,Christina River beneath Rt. 141 Bridge,,,,,39.7108480000,-75.6086350000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013889270,,as N,Nitrate + Nitrite,Unfiltered,1.18,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-01-16,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401001-011-SPM-004-Water/results/1013889270/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:16:54,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402003-008-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-02-13,09:51:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-201051,DucK Creek @ Smyrna Landing Rd. (Rd. 485),,,,,39.3083530000,-75.5937780000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013892110,,as P,"Total Phosphorus, mixed forms",Unfiltered,0.072,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-02-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402003-008-SPM-002-Water/results/1013892110/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:20:24,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401016-003-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-01-17,08:19:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-208211,Silver Lake @ Maple Ave.,,,,,38.9112600000,-75.4329960000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890247,,as N,Ammonia,Unfiltered,0.063,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,Delaware DNREC Environmental Laboratory,2024-01-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401016-003-SPM-004-Water/results/1013890247/resdetectqntlmts,Lower Quantitation Limit,0.020,mg/L,,2024-03-28T14:18:03,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2402009-005-SPM-004-Water,Sample-Routine,Water,Surface Water,2024-02-27,09:41:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-304741,Deep Creek @ Old Furnace Rd. (Rd. 46),,,,,38.6658710000,-75.5147330000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013893265,,as N,Nitrate + Nitrite,Unfiltered,2.32,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,Delaware DNREC Environmental Laboratory,2024-02-29,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2402009-005-SPM-004-Water/results/1013893265/resdetectqntlmts,Lower Quantitation Limit,0.030,mg/L,,2024-03-28T14:21:56,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-2401017-009-SPM-002-Water,Sample-Routine,Water,Surface Water,2024-01-17,11:22:00,EST,,,,Surface,,,,,,,,DE-ASWQMP,Delaware Ambient Statewide Surface Water Quality Monitoring Program,Delaware DNREC Environmental Laboratory,21DELAWQ_WQX-303061,Broadkill River 0.10 Miles From Mouth,,,,,38.7905990000,-75.1634910000,Stainless Bucket,21DELAWQ_WQX,Grab Sample Collected With A Stainless Bucket,,Bucket,STORET-1013890666,,as P,"Total Phosphorus, mixed forms","Filtered, field",0.018,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,Delaware DNREC Environmental Laboratory,2024-01-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21DELAWQ_WQX/activities/21DELAWQ_WQX-2401017-009-SPM-002-Water/results/1013890666/resdetectqntlmts,Lower Quantitation Limit,0.010,mg/L,,2024-03-28T14:18:39,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245251:20240401:1041:SR:WB:,Sample-Routine,Water,,2024-04-01,10:41:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245251,DNERR-2,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362303,,as P,Phosphorus,Total,0.014,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,,2024-04-02,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362193,,as N,Nitrite,Total,0.008,mg/L,J,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,2024-04-03,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362192,,as N,Nitrite,Dissolved,0.007,mg/L,J,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,2024-04-03,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101::WB:,Quality Control Sample-Field Replicate,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362250,,as P,Phosphorus,Total,0.015,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,,2024-04-02,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-275262:20240408:1325:SR:WB:,Sample-Routine,Water,,2024-04-08,13:25:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-275262,Tussocks Pond,,,,,38.5411000000,-75.6380000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041365084,,as N,Nitrite,Dissolved,ND,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,335.2,USEPA,Total Cyanide in Water,,https://www.nemi.gov/methods/method_summary/4700/,,2024-04-10,,,,,,,2024-09-19T10:30:39,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362188,,as N,Nitrate,Dissolved,13.2,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362150,,as N,Ammonia-nitrogen,Total,0.01,mg/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,,2024-04-04,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245252:20240401:0930:SR:WB:,Sample-Routine,Water,,2024-04-01,09:30:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245252,DNERR-3,,,,,39.0960000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362136,,as N,Nitrate,Total,9.39,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245252:20240401:0930:SR:WB:,Sample-Routine,Water,,2024-04-01,09:30:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245252,DNERR-3,,,,,39.0960000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362138,,as N,Nitrate + Nitrite,Total,9.39,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,335.2,USEPA,Total Cyanide in Water,,https://www.nemi.gov/methods/method_summary/4700/,,2024-04-04,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362189,,as N,Nitrate,Total,13,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-275262:20240408:1325:SR:WB:,Sample-Routine,Water,,2024-04-08,13:25:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-275262,Tussocks Pond,,,,,38.5411000000,-75.6380000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041365083,,as N,Nitrate + Nitrite,Dissolved,2.57,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,335.2,USEPA,Total Cyanide in Water,,https://www.nemi.gov/methods/method_summary/4700/,,2024-04-11,,,,,,,2024-09-19T10:30:39,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245252:20240401:0930:SR:WB:,Sample-Routine,Water,,2024-04-01,09:30:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245252,DNERR-3,,,,,39.0960000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362097,,as N,Ammonia-nitrogen,Total,0.01,mg/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,,2024-04-04,,,,,,,2024-09-19T09:27:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101::WB:,Quality Control Sample-Field Replicate,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362248,,as N,Nitrogen,Total,12,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,,2024-04-05,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101::WB:,Quality Control Sample-Field Replicate,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362242,,as N,Nitrate,Total,12.8,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,,,,,,,,,2024-09-19T09:27:41,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-271342:20240411:1242:SR:WB:,Sample-Routine,Water,,2024-04-11,12:42:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-271342,ANSRWRF-Shallow,,,,,38.7886357000,-75.3406980000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1032739980,,as N,Kjeldahl nitrogen,Total,ND,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-N(ORG) C,APHA,4500 N ORG C ~ Organic Nitrogen/Semi-Micro-Kjeldahl,,https://www.nemi.gov/methods/method_summary/9893/,,,,,,,,,2024-06-07T10:05:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-271343:20240411:1232:SR:WB:,Sample-Routine,Water,,2024-04-11,12:32:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-271343,ANSRWRF-Deep,,,,,38.7885957000,-75.3406910000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1032739992,,as N,Nitrate,Total,9.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,,,,,,,,,2024-06-07T10:05:40,STORET
DNREC_DOW,Delaware Department of Natural Resources and Environmental Control - Division of Water,DNREC_DOW-245253:20240401:1101:SR:WB:,Sample-Routine,Water,,2024-04-01,11:01:00,EDT,,,,,,,,,,,,DOW-AGM,Ambient Groundwater Monitoring,,DNREC_DOW-245253,DNERR-4,,,,,39.0930000000,-75.4420000000,Grab Sample  Purged Well,DNREC_DOW,Grab Sample Purged Well,"Collect the sample after at least one well volume has been purged and/or once field
parameters have stabilized. Samples should be collected directly from the
pump tubing.",Water Bottle,STORET-1041362195,,as N,Nitrogen,Total,12,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-P-J,APHA,4500 P J ~ Persulfate Method for Simultaneous Determination of Total Nitrogen and Total Phosphorus,,,,2024-04-05,,,,,,,2024-09-19T09:27:41,STORET
